event_id,timestamp,event_type,device,user,source,source_ref,process_name,process_id,process_guid,remote_ip,remote_port,protocol,direction,remote_url
evt-000170,2026-08-17T08:33:08+0000,network,PC02,mrossi,synthetic,,OUTLOOK.EXE,2011,start:pc02|2011|2026-08-17T08:00:00.000Z,52.113.194.132,443,tcp,outbound,
evt-000172,2026-08-17T08:34:09+0000,network,PC07,adm_sarah,synthetic,,OUTLOOK.EXE,2041,start:pc07|2041|2026-08-17T08:00:00.000Z,142.250.185.78,443,tcp,outbound,
evt-000174,2026-08-17T08:34:26+0000,network,PC05,klarsen,synthetic,,OneDrive.exe,2033,start:pc05|2033|2026-08-17T08:00:00.000Z,104.18.32.47,443,tcp,outbound,
evt-000175,2026-08-17T08:35:10+0000,network,PC03,achen,synthetic,,chrome.exe,2020,start:pc03|2020|2026-08-17T08:00:00.000Z,20.190.160.14,80,tcp,outbound,
evt-000178,2026-08-17T08:35:17+0000,network,PC01,jdoe,synthetic,,chrome.exe,2000,start:pc01|2000|2026-08-17T08:00:00.000Z,10.10.10.10,443,tcp,outbound,
evt-000180,2026-08-17T08:35:39+0000,network,PC05,klarsen,synthetic,,OneDrive.exe,2033,start:pc05|2033|2026-08-17T08:00:00.000Z,13.107.42.14,443,tcp,outbound,
evt-000181,2026-08-17T08:35:39+0000,network,PC03,achen,synthetic,,chrome.exe,2020,start:pc03|2020|2026-08-17T08:00:00.000Z,142.250.185.14,443,tcp,outbound,
evt-000190,2026-08-17T08:36:51+0000,network,PC03,SYSTEM,synthetic,,MsMpEng.exe,2024,start:pc03|2024|2026-08-17T08:00:00.000Z,10.10.10.30,389,tcp,outbound,
evt-000192,2026-08-17T08:37:33+0000,network,PC02,mrossi,synthetic,,chrome.exe,2010,start:pc02|2010|2026-08-17T08:00:00.000Z,10.10.10.10,389,tcp,outbound,
evt-000193,2026-08-17T08:38:04+0000,network,PC03,achen,synthetic,,Teams.exe,2022,start:pc03|2022|2026-08-17T08:00:00.000Z,40.126.32.76,443,tcp,outbound,
evt-000198,2026-08-17T08:39:05+0000,network,PC05,klarsen,synthetic,,chrome.exe,2030,start:pc05|2030|2026-08-17T08:00:00.000Z,40.126.32.76,443,tcp,outbound,
evt-000203,2026-08-17T08:39:36+0000,network,PC01,jdoe,synthetic,,chrome.exe,2000,start:pc01|2000|2026-08-17T08:00:00.000Z,40.126.32.76,443,tcp,outbound,
evt-000205,2026-08-17T08:39:53+0000,network,PC03,achen,synthetic,,chrome.exe,2020,start:pc03|2020|2026-08-17T08:00:00.000Z,142.250.185.78,443,tcp,outbound,
evt-000207,2026-08-17T08:39:59+0000,network,PC07,adm_sarah,synthetic,,chrome.exe,2040,start:pc07|2040|2026-08-17T08:00:00.000Z,13.107.42.14,443,tcp,outbound,
evt-000208,2026-08-17T08:40:00+0000,network,PC02,SYSTEM,synthetic,,MsMpEng.exe,2014,start:pc02|2014|2026-08-17T08:00:00.000Z,52.113.194.132,443,tcp,outbound,
evt-000212,2026-08-17T08:41:00+0000,network,PC03,achen,synthetic,,chrome.exe,2020,start:pc03|2020|2026-08-17T08:00:00.000Z,40.126.32.76,443,tcp,outbound,
evt-000215,2026-08-17T08:41:24+0000,network,PC02,mrossi,synthetic,,chrome.exe,2010,start:pc02|2010|2026-08-17T08:00:00.000Z,52.113.194.132,80,tcp,outbound,
evt-000217,2026-08-17T08:41:46+0000,network,PC05,klarsen,synthetic,,chrome.exe,2030,start:pc05|2030|2026-08-17T08:00:00.000Z,10.10.10.30,445,tcp,outbound,
evt-000218,2026-08-17T08:42:20+0000,network,PC02,SYSTEM,synthetic,,MsMpEng.exe,2014,start:pc02|2014|2026-08-17T08:00:00.000Z,142.250.185.14,443,tcp,outbound,
evt-000219,2026-08-17T08:42:46+0000,network,PC01,jdoe,synthetic,,chrome.exe,2000,start:pc01|2000|2026-08-17T08:00:00.000Z,10.10.10.30,389,tcp,outbound,
evt-000221,2026-08-17T08:43:47+0000,network,PC03,achen,synthetic,,Teams.exe,2022,start:pc03|2022|2026-08-17T08:00:00.000Z,40.126.32.76,443,tcp,outbound,
evt-000223,2026-08-17T08:44:09+0000,network,PC07,adm_sarah,synthetic,,chrome.exe,2040,start:pc07|2040|2026-08-17T08:00:00.000Z,10.10.10.10,389,tcp,outbound,
evt-000232,2026-08-17T08:46:35+0000,network,PC02,mrossi,synthetic,,Teams.exe,2012,start:pc02|2012|2026-08-17T08:00:00.000Z,142.250.185.78,443,tcp,outbound,
evt-000231,2026-08-17T08:46:35+0000,network,PC02,mrossi,synthetic,,chrome.exe,2010,start:pc02|2010|2026-08-17T08:00:00.000Z,52.113.194.132,443,tcp,outbound,
evt-000238,2026-08-17T08:47:19+0000,network,PC03,achen,synthetic,,Teams.exe,2022,start:pc03|2022|2026-08-17T08:00:00.000Z,142.250.185.14,443,tcp,outbound,
evt-000240,2026-08-17T08:47:43+0000,network,PC07,adm_sarah,synthetic,,chrome.exe,2040,start:pc07|2040|2026-08-17T08:00:00.000Z,104.18.32.47,80,tcp,outbound,
evt-000242,2026-08-17T08:48:09+0000,network,PC03,achen,synthetic,,Teams.exe,2022,start:pc03|2022|2026-08-17T08:00:00.000Z,10.10.10.10,443,tcp,outbound,
evt-000248,2026-08-17T08:50:06+0000,network,PC07,adm_sarah,synthetic,,chrome.exe,2040,start:pc07|2040|2026-08-17T08:00:00.000Z,13.107.42.14,443,tcp,outbound,
evt-000249,2026-08-17T08:50:08+0000,network,PC03,achen,synthetic,,chrome.exe,2020,start:pc03|2020|2026-08-17T08:00:00.000Z,10.10.10.30,445,tcp,outbound,
evt-000250,2026-08-17T08:50:09+0000,network,PC05,klarsen,synthetic,,chrome.exe,2030,start:pc05|2030|2026-08-17T08:00:00.000Z,104.18.32.47,443,tcp,outbound,
evt-000252,2026-08-17T08:50:18+0000,network,PC03,SYSTEM,synthetic,,MsMpEng.exe,2024,start:pc03|2024|2026-08-17T08:00:00.000Z,10.10.10.10,445,tcp,outbound,
evt-000262,2026-08-17T08:52:01+0000,network,PC05,klarsen,synthetic,,chrome.exe,2030,start:pc05|2030|2026-08-17T08:00:00.000Z,10.10.10.10,389,tcp,outbound,
evt-000267,2026-08-17T08:52:56+0000,network,PC02,mrossi,synthetic,,chrome.exe,2010,start:pc02|2010|2026-08-17T08:00:00.000Z,10.10.10.10,389,tcp,outbound,
evt-000273,2026-08-17T08:54:34+0000,network,PC07,adm_sarah,synthetic,,OUTLOOK.EXE,2041,start:pc07|2041|2026-08-17T08:00:00.000Z,20.190.160.14,443,tcp,outbound,
evt-000280,2026-08-17T08:56:02+0000,network,PC05,klarsen,synthetic,,OUTLOOK.EXE,2031,start:pc05|2031|2026-08-17T08:00:00.000Z,20.190.160.14,443,tcp,outbound,
evt-000282,2026-08-17T08:56:53+0000,network,PC07,adm_sarah,synthetic,,chrome.exe,2040,start:pc07|2040|2026-08-17T08:00:00.000Z,13.107.42.14,443,tcp,outbound,
evt-000286,2026-08-17T08:57:18+0000,network,PC07,adm_sarah,synthetic,,OUTLOOK.EXE,2041,start:pc07|2041|2026-08-17T08:00:00.000Z,142.250.185.78,443,tcp,outbound,
evt-000287,2026-08-17T08:57:49+0000,network,PC01,jdoe,synthetic,,OneDrive.exe,2003,start:pc01|2003|2026-08-17T08:00:00.000Z,142.250.185.78,443,tcp,outbound,
evt-000294,2026-08-17T08:59:15+0000,network,PC07,adm_sarah,synthetic,,chrome.exe,2040,start:pc07|2040|2026-08-17T08:00:00.000Z,10.10.10.20,389,tcp,outbound,
evt-000298,2026-08-17T09:00:38+0000,network,PC05,klarsen,synthetic,,chrome.exe,2030,start:pc05|2030|2026-08-17T08:00:00.000Z,142.250.185.78,443,tcp,outbound,
evt-000303,2026-08-17T09:01:02+0000,network,PC05,klarsen,synthetic,,OUTLOOK.EXE,2031,start:pc05|2031|2026-08-17T08:00:00.000Z,104.18.32.47,443,tcp,outbound,
evt-000308,2026-08-17T09:02:06+0000,network,PC01,jdoe,synthetic,,OneDrive.exe,2003,start:pc01|2003|2026-08-17T08:00:00.000Z,104.18.32.47,443,tcp,outbound,
evt-000311,2026-08-17T09:02:31+0000,network,PC02,SYSTEM,synthetic,,MsMpEng.exe,2014,start:pc02|2014|2026-08-17T08:00:00.000Z,104.18.32.47,443,tcp,outbound,
evt-000318,2026-08-17T09:04:08+0000,network,PC02,mrossi,synthetic,,chrome.exe,2010,start:pc02|2010|2026-08-17T08:00:00.000Z,40.126.32.76,443,tcp,outbound,
evt-000319,2026-08-17T09:04:14+0000,network,PC03,achen,synthetic,,chrome.exe,2020,start:pc03|2020|2026-08-17T08:00:00.000Z,40.126.32.76,443,tcp,outbound,
evt-000320,2026-08-17T09:04:20+0000,network,PC03,achen,synthetic,,Teams.exe,2022,start:pc03|2022|2026-08-17T08:00:00.000Z,142.250.185.78,443,tcp,outbound,
evt-000322,2026-08-17T09:04:41+0000,network,PC02,mrossi,synthetic,,chrome.exe,2010,start:pc02|2010|2026-08-17T08:00:00.000Z,40.126.32.76,443,tcp,outbound,
evt-000324,2026-08-17T09:04:45+0000,network,PC02,mrossi,synthetic,,OneDrive.exe,2013,start:pc02|2013|2026-08-17T08:00:00.000Z,142.250.185.78,443,tcp,outbound,
evt-000325,2026-08-17T09:05:27+0000,network,PC02,mrossi,synthetic,,Teams.exe,2012,start:pc02|2012|2026-08-17T08:00:00.000Z,10.10.10.10,445,tcp,outbound,
evt-000330,2026-08-17T09:07:08+0000,network,PC01,jdoe,synthetic,,chrome.exe,2000,start:pc01|2000|2026-08-17T08:00:00.000Z,13.107.42.14,443,tcp,outbound,
evt-000331,2026-08-17T09:07:29+0000,network,PC01,jdoe,synthetic,,OneDrive.exe,2003,start:pc01|2003|2026-08-17T08:00:00.000Z,20.190.160.14,443,tcp,outbound,
evt-000334,2026-08-17T09:08:02+0000,network,PC05,klarsen,synthetic,,chrome.exe,2030,start:pc05|2030|2026-08-17T08:00:00.000Z,20.190.160.14,443,tcp,outbound,
evt-000335,2026-08-17T09:08:20+0000,network,PC01,SYSTEM,synthetic,,MsMpEng.exe,2004,start:pc01|2004|2026-08-17T08:00:00.000Z,10.10.10.30,445,tcp,outbound,
evt-000336,2026-08-17T09:08:25+0000,network,PC05,klarsen,synthetic,,chrome.exe,2030,start:pc05|2030|2026-08-17T08:00:00.000Z,10.10.10.20,445,tcp,outbound,
evt-000342,2026-08-17T09:09:06+0000,network,PC01,jdoe,synthetic,,OUTLOOK.EXE,2001,start:pc01|2001|2026-08-17T08:00:00.000Z,40.126.32.76,443,tcp,outbound,
evt-000343,2026-08-17T09:09:30+0000,network,PC07,adm_sarah,synthetic,,chrome.exe,2040,start:pc07|2040|2026-08-17T08:00:00.000Z,104.18.32.47,443,tcp,outbound,
evt-000347,2026-08-17T09:10:13+0000,network,PC05,klarsen,synthetic,,OneDrive.exe,2033,start:pc05|2033|2026-08-17T08:00:00.000Z,142.250.185.14,443,tcp,outbound,
evt-000350,2026-08-17T09:10:32+0000,network,PC01,SYSTEM,synthetic,,MsMpEng.exe,2004,start:pc01|2004|2026-08-17T08:00:00.000Z,142.250.185.14,443,tcp,outbound,
evt-000352,2026-08-17T09:11:16+0000,network,PC03,achen,synthetic,,chrome.exe,2020,start:pc03|2020|2026-08-17T08:00:00.000Z,142.250.185.78,443,tcp,outbound,
evt-000354,2026-08-17T09:11:38+0000,network,PC02,SYSTEM,synthetic,,MsMpEng.exe,2014,start:pc02|2014|2026-08-17T08:00:00.000Z,104.18.32.47,443,tcp,outbound,
evt-000356,2026-08-17T09:12:28+0000,network,PC01,jdoe,synthetic,,Teams.exe,2002,start:pc01|2002|2026-08-17T08:00:00.000Z,142.250.185.78,443,tcp,outbound,
evt-000358,2026-08-17T09:12:43+0000,network,PC01,jdoe,synthetic,,powershell.exe,6612,start:pc01|6612|2026-08-17T09:12:41.000Z,185.220.101.47,80,tcp,outbound,http://185.220.101.47/a.ps1
evt-000359,2026-08-17T09:12:50+0000,network,PC05,klarsen,synthetic,,chrome.exe,2030,start:pc05|2030|2026-08-17T08:00:00.000Z,142.250.185.14,80,tcp,outbound,
evt-000360,2026-08-17T09:13:03+0000,network,PC01,jdoe,synthetic,,Teams.exe,2002,start:pc01|2002|2026-08-17T08:00:00.000Z,13.107.42.14,443,tcp,outbound,
evt-000362,2026-08-17T09:13:10+0000,network,PC01,jdoe,synthetic,,powershell.exe,6612,start:pc01|6612|2026-08-17T09:12:41.000Z,185.220.101.47,443,tcp,outbound,
evt-000363,2026-08-17T09:13:29+0000,network,PC03,achen,synthetic,,chrome.exe,2020,start:pc03|2020|2026-08-17T08:00:00.000Z,104.18.32.47,80,tcp,outbound,
evt-000364,2026-08-17T09:14:26+0000,network,PC07,adm_sarah,synthetic,,OneDrive.exe,2043,start:pc07|2043|2026-08-17T08:00:00.000Z,10.10.10.20,445,tcp,outbound,
evt-000369,2026-08-17T09:15:12+0000,network,PC01,jdoe,synthetic,,chrome.exe,2000,start:pc01|2000|2026-08-17T08:00:00.000Z,52.113.194.132,443,tcp,outbound,
evt-000372,2026-08-17T09:15:23+0000,network,PC05,klarsen,synthetic,,OneDrive.exe,2033,start:pc05|2033|2026-08-17T08:00:00.000Z,20.190.160.14,443,tcp,outbound,
evt-000375,2026-08-17T09:15:48+0000,network,PC05,klarsen,synthetic,,OUTLOOK.EXE,2031,start:pc05|2031|2026-08-17T08:00:00.000Z,13.107.42.14,443,tcp,outbound,
evt-000377,2026-08-17T09:16:28+0000,network,PC05,klarsen,synthetic,,OUTLOOK.EXE,2031,start:pc05|2031|2026-08-17T08:00:00.000Z,40.126.32.76,443,tcp,outbound,
evt-000379,2026-08-17T09:17:50+0000,network,PC02,mrossi,synthetic,,chrome.exe,2010,start:pc02|2010|2026-08-17T08:00:00.000Z,104.18.32.47,80,tcp,outbound,
evt-000380,2026-08-17T09:18:10+0000,network,PC01,jdoe,synthetic,,powershell.exe,6612,start:pc01|6612|2026-08-17T09:12:41.000Z,185.220.101.47,443,tcp,outbound,
evt-000382,2026-08-17T09:19:01+0000,network,PC01,jdoe,synthetic,,chrome.exe,2000,start:pc01|2000|2026-08-17T08:00:00.000Z,10.10.10.10,389,tcp,outbound,
evt-000389,2026-08-17T09:21:06+0000,network,PC07,adm_sarah,synthetic,,chrome.exe,2040,start:pc07|2040|2026-08-17T08:00:00.000Z,40.126.32.76,443,tcp,outbound,
evt-000390,2026-08-17T09:21:12+0000,network,PC05,klarsen,synthetic,,chrome.exe,2030,start:pc05|2030|2026-08-17T08:00:00.000Z,142.250.185.78,443,tcp,outbound,
evt-000393,2026-08-17T09:21:48+0000,network,PC07,adm_sarah,synthetic,,chrome.exe,2040,start:pc07|2040|2026-08-17T08:00:00.000Z,20.190.160.14,80,tcp,outbound,
evt-000395,2026-08-17T09:22:17+0000,network,PC07,adm_sarah,synthetic,,chrome.exe,2040,start:pc07|2040|2026-08-17T08:00:00.000Z,142.250.185.14,80,tcp,outbound,
evt-000399,2026-08-17T09:23:10+0000,network,PC01,jdoe,synthetic,,powershell.exe,6612,start:pc01|6612|2026-08-17T09:12:41.000Z,185.220.101.47,443,tcp,outbound,
evt-000401,2026-08-17T09:23:38+0000,network,PC05,klarsen,synthetic,,OUTLOOK.EXE,2031,start:pc05|2031|2026-08-17T08:00:00.000Z,10.10.10.10,445,tcp,outbound,
evt-000407,2026-08-17T09:25:00+0000,network,PC03,achen,synthetic,,chrome.exe,2020,start:pc03|2020|2026-08-17T08:00:00.000Z,142.250.185.14,443,tcp,outbound,
evt-000412,2026-08-17T09:26:26+0000,network,PC03,achen,synthetic,,chrome.exe,2020,start:pc03|2020|2026-08-17T08:00:00.000Z,40.126.32.76,443,tcp,outbound,
evt-000413,2026-08-17T09:26:31+0000,network,PC02,mrossi,synthetic,,OneDrive.exe,2013,start:pc02|2013|2026-08-17T08:00:00.000Z,20.190.160.14,443,tcp,outbound,
evt-000414,2026-08-17T09:26:39+0000,network,PC02,mrossi,synthetic,,OUTLOOK.EXE,2011,start:pc02|2011|2026-08-17T08:00:00.000Z,104.18.32.47,443,tcp,outbound,
