event_id,timestamp,event_type,device,user,source,source_ref,process_name,process_id,command_line,parent_process_name,parent_process_id,file_path,sha256,signer,signature_status,process_guid,parent_process_guid
evt-000016,2026-08-17T08:00:00+0000,process,PC05,klarsen,synthetic,,chrome.exe,2030,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",explorer.exe,1180,C:\Program Files\Google\Chrome\Application\chrome.exe,f85020382d7f774d618a37f55785c8e36c16cd1ee4234a075ac597a338246056,Google LLC,signed_valid,start:pc05|2030|2026-08-17T08:00:00.000Z,
evt-000015,2026-08-17T08:00:00+0000,process,PC03,SYSTEM,synthetic,,MsMpEng.exe,2024,"""C:\ProgramData\Microsoft\Windows Defender\Platform\MsMpEng.exe""",services.exe,712,C:\ProgramData\Microsoft\Windows Defender\Platform\MsMpEng.exe,1947b41bee61ee8d8f9f93b8a39538c19c5b031b1d2dc530e487ca3ecea0859b,Microsoft Corporation,signed_valid,start:pc03|2024|2026-08-17T08:00:00.000Z,
evt-000014,2026-08-17T08:00:00+0000,process,PC03,achen,synthetic,,OneDrive.exe,2023,"""C:\Program Files\Microsoft OneDrive\OneDrive.exe""",explorer.exe,1180,C:\Program Files\Microsoft OneDrive\OneDrive.exe,50e450d19c07060403b81dac6709fbede4289c86258579c33a38f914fc917c0f,Microsoft Corporation,signed_valid,start:pc03|2023|2026-08-17T08:00:00.000Z,
evt-000012,2026-08-17T08:00:00+0000,process,PC03,achen,synthetic,,OUTLOOK.EXE,2021,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",explorer.exe,1180,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,77904e5a4280e8f7c92e5bcf8a4c6b9930ceb0b88d415ac3398afbfe15f71d0d,Microsoft Corporation,signed_valid,start:pc03|2021|2026-08-17T08:00:00.000Z,
evt-000011,2026-08-17T08:00:00+0000,process,PC03,achen,synthetic,,chrome.exe,2020,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",explorer.exe,1180,C:\Program Files\Google\Chrome\Application\chrome.exe,f85020382d7f774d618a37f55785c8e36c16cd1ee4234a075ac597a338246056,Google LLC,signed_valid,start:pc03|2020|2026-08-17T08:00:00.000Z,
evt-000010,2026-08-17T08:00:00+0000,process,PC02,SYSTEM,synthetic,,MsMpEng.exe,2014,"""C:\ProgramData\Microsoft\Windows Defender\Platform\MsMpEng.exe""",services.exe,712,C:\ProgramData\Microsoft\Windows Defender\Platform\MsMpEng.exe,1947b41bee61ee8d8f9f93b8a39538c19c5b031b1d2dc530e487ca3ecea0859b,Microsoft Corporation,signed_valid,start:pc02|2014|2026-08-17T08:00:00.000Z,
evt-000009,2026-08-17T08:00:00+0000,process,PC02,mrossi,synthetic,,OneDrive.exe,2013,"""C:\Program Files\Microsoft OneDrive\OneDrive.exe""",explorer.exe,1180,C:\Program Files\Microsoft OneDrive\OneDrive.exe,50e450d19c07060403b81dac6709fbede4289c86258579c33a38f914fc917c0f,Microsoft Corporation,signed_valid,start:pc02|2013|2026-08-17T08:00:00.000Z,
evt-000008,2026-08-17T08:00:00+0000,process,PC02,mrossi,synthetic,,Teams.exe,2012,"""C:\Users\mrossi\AppData\Local\Microsoft\Teams\current\Teams.exe""",explorer.exe,1180,C:\Users\mrossi\AppData\Local\Microsoft\Teams\current\Teams.exe,36a56f9b27c4873d0fae10914a47afce81bf58fe0e29c9cf202c9f4d3d367414,Microsoft Corporation,signed_valid,start:pc02|2012|2026-08-17T08:00:00.000Z,
evt-000007,2026-08-17T08:00:00+0000,process,PC02,mrossi,synthetic,,OUTLOOK.EXE,2011,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",explorer.exe,1180,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,77904e5a4280e8f7c92e5bcf8a4c6b9930ceb0b88d415ac3398afbfe15f71d0d,Microsoft Corporation,signed_valid,start:pc02|2011|2026-08-17T08:00:00.000Z,
evt-000006,2026-08-17T08:00:00+0000,process,PC02,mrossi,synthetic,,chrome.exe,2010,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",explorer.exe,1180,C:\Program Files\Google\Chrome\Application\chrome.exe,f85020382d7f774d618a37f55785c8e36c16cd1ee4234a075ac597a338246056,Google LLC,signed_valid,start:pc02|2010|2026-08-17T08:00:00.000Z,
evt-000005,2026-08-17T08:00:00+0000,process,PC01,SYSTEM,synthetic,,MsMpEng.exe,2004,"""C:\ProgramData\Microsoft\Windows Defender\Platform\MsMpEng.exe""",services.exe,712,C:\ProgramData\Microsoft\Windows Defender\Platform\MsMpEng.exe,1947b41bee61ee8d8f9f93b8a39538c19c5b031b1d2dc530e487ca3ecea0859b,Microsoft Corporation,signed_valid,start:pc01|2004|2026-08-17T08:00:00.000Z,
evt-000004,2026-08-17T08:00:00+0000,process,PC01,jdoe,synthetic,,OneDrive.exe,2003,"""C:\Program Files\Microsoft OneDrive\OneDrive.exe""",explorer.exe,1180,C:\Program Files\Microsoft OneDrive\OneDrive.exe,50e450d19c07060403b81dac6709fbede4289c86258579c33a38f914fc917c0f,Microsoft Corporation,signed_valid,start:pc01|2003|2026-08-17T08:00:00.000Z,
evt-000003,2026-08-17T08:00:00+0000,process,PC01,jdoe,synthetic,,Teams.exe,2002,"""C:\Users\jdoe\AppData\Local\Microsoft\Teams\current\Teams.exe""",explorer.exe,1180,C:\Users\jdoe\AppData\Local\Microsoft\Teams\current\Teams.exe,36a56f9b27c4873d0fae10914a47afce81bf58fe0e29c9cf202c9f4d3d367414,Microsoft Corporation,signed_valid,start:pc01|2002|2026-08-17T08:00:00.000Z,
evt-000002,2026-08-17T08:00:00+0000,process,PC01,jdoe,synthetic,,OUTLOOK.EXE,2001,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",explorer.exe,1180,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,77904e5a4280e8f7c92e5bcf8a4c6b9930ceb0b88d415ac3398afbfe15f71d0d,Microsoft Corporation,signed_valid,start:pc01|2001|2026-08-17T08:00:00.000Z,
evt-000013,2026-08-17T08:00:00+0000,process,PC03,achen,synthetic,,Teams.exe,2022,"""C:\Users\achen\AppData\Local\Microsoft\Teams\current\Teams.exe""",explorer.exe,1180,C:\Users\achen\AppData\Local\Microsoft\Teams\current\Teams.exe,36a56f9b27c4873d0fae10914a47afce81bf58fe0e29c9cf202c9f4d3d367414,Microsoft Corporation,signed_valid,start:pc03|2022|2026-08-17T08:00:00.000Z,
evt-000028,2026-08-17T08:00:37+0000,process,PC01,jdoe,synthetic,,powershell.exe,1911,powershell.exe -NoProfile -Command Get-ChildItem C:\Users\jdoe\Documents,explorer.exe,621,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0c907184a57442868c519c7516828c80b7092649d8af72d6a1d225cd8fa6ee07,Microsoft Corporation,signed_valid,start:pc01|1911|2026-08-17T08:00:37.000Z,
evt-000029,2026-08-17T08:00:56+0000,process,PC03,SYSTEM,synthetic,,CcmExec.exe,1275,C:\Windows\CCM\CcmExec.exe,services.exe,520,C:\Windows\CCM\CcmExec.exe,cc9bf47a6aaa2e5437c78201e0304c41d66de7d5eba360a604e268b16618ad54,Microsoft Corporation,signed_valid,start:pc03|1275|2026-08-17T08:00:56.000Z,
evt-000039,2026-08-17T08:03:16+0000,process,PC05,klarsen,synthetic,,Teams.exe,9138,"""C:\Users\klarsen\AppData\Local\Microsoft\Teams\current\Teams.exe""",explorer.exe,995,C:\Users\klarsen\AppData\Local\Microsoft\Teams\current\Teams.exe,36a56f9b27c4873d0fae10914a47afce81bf58fe0e29c9cf202c9f4d3d367414,Microsoft Corporation,signed_valid,start:pc05|9138|2026-08-17T08:03:16.000Z,
evt-000047,2026-08-17T08:04:39+0000,process,PC01,SYSTEM,synthetic,,CcmExec.exe,3274,C:\Windows\CCM\CcmExec.exe,services.exe,848,C:\Windows\CCM\CcmExec.exe,cc9bf47a6aaa2e5437c78201e0304c41d66de7d5eba360a604e268b16618ad54,Microsoft Corporation,signed_valid,start:pc01|3274|2026-08-17T08:04:39.000Z,
evt-000049,2026-08-17T08:05:39+0000,process,PC02,mrossi,synthetic,,EXCEL.EXE,9751,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE"" /dde",explorer.exe,679,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,86ce6d98379cd90c47a83301cebfa734f5254eaab5370ada47ff5148df9a9564,Microsoft Corporation,signed_valid,start:pc02|9751|2026-08-17T08:05:39.000Z,
evt-000051,2026-08-17T08:06:41+0000,process,PC02,mrossi,synthetic,,chrome.exe,9472,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",explorer.exe,762,C:\Program Files\Google\Chrome\Application\chrome.exe,f85020382d7f774d618a37f55785c8e36c16cd1ee4234a075ac597a338246056,Google LLC,signed_valid,start:pc02|9472|2026-08-17T08:06:41.000Z,
evt-000053,2026-08-17T08:06:59+0000,process,PC01,jdoe,synthetic,,powershell.exe,8556,powershell.exe -NoProfile -Command Get-ChildItem C:\Users\jdoe\Documents,explorer.exe,786,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0c907184a57442868c519c7516828c80b7092649d8af72d6a1d225cd8fa6ee07,Microsoft Corporation,signed_valid,start:pc01|8556|2026-08-17T08:06:59.000Z,
evt-000054,2026-08-17T08:07:15+0000,process,PC05,klarsen,synthetic,,OUTLOOK.EXE,5484,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",explorer.exe,650,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,77904e5a4280e8f7c92e5bcf8a4c6b9930ceb0b88d415ac3398afbfe15f71d0d,Microsoft Corporation,signed_valid,start:pc05|5484|2026-08-17T08:07:15.000Z,
evt-000055,2026-08-17T08:07:16+0000,process,PC07,adm_sarah,synthetic,,cmd.exe,6203,cmd.exe /c ipconfig /all,explorer.exe,896,C:\Windows\System32\cmd.exe,b875b0cc7d9c4771cf52cd30f09246a405787d4064b34d0aa14f556098f87465,Microsoft Corporation,signed_valid,start:pc07|6203|2026-08-17T08:07:16.000Z,
evt-000057,2026-08-17T08:09:45+0000,process,PC07,adm_sarah,synthetic,,cmd.exe,4845,cmd.exe /c ipconfig /all,explorer.exe,820,C:\Windows\System32\cmd.exe,b875b0cc7d9c4771cf52cd30f09246a405787d4064b34d0aa14f556098f87465,Microsoft Corporation,signed_valid,start:pc07|4845|2026-08-17T08:09:45.000Z,
evt-000058,2026-08-17T08:10:29+0000,process,PC07,SYSTEM,synthetic,,svchost.exe,7537,C:\Windows\System32\svchost.exe -k netsvcs -p,services.exe,500,C:\Windows\System32\svchost.exe,b06a818ffb92db5acd3189cb850cc0c456f26cc1999aa44d1e70da0ebca9133f,Microsoft Corporation,signed_valid,start:pc07|7537|2026-08-17T08:10:29.000Z,
evt-000061,2026-08-17T08:10:58+0000,process,PC07,SYSTEM,synthetic,,svchost.exe,2213,C:\Windows\System32\svchost.exe -k netsvcs -p,services.exe,725,C:\Windows\System32\svchost.exe,b06a818ffb92db5acd3189cb850cc0c456f26cc1999aa44d1e70da0ebca9133f,Microsoft Corporation,signed_valid,start:pc07|2213|2026-08-17T08:10:58.000Z,
evt-000062,2026-08-17T08:11:02+0000,process,PC03,achen,synthetic,,OUTLOOK.EXE,1527,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",explorer.exe,985,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,77904e5a4280e8f7c92e5bcf8a4c6b9930ceb0b88d415ac3398afbfe15f71d0d,Microsoft Corporation,signed_valid,start:pc03|1527|2026-08-17T08:11:02.000Z,
evt-000065,2026-08-17T08:11:26+0000,process,PC07,SYSTEM,synthetic,,svchost.exe,9400,C:\Windows\System32\svchost.exe -k netsvcs -p,services.exe,846,C:\Windows\System32\svchost.exe,b06a818ffb92db5acd3189cb850cc0c456f26cc1999aa44d1e70da0ebca9133f,Microsoft Corporation,signed_valid,start:pc07|9400|2026-08-17T08:11:26.000Z,
evt-000066,2026-08-17T08:11:38+0000,process,PC03,achen,synthetic,,WINWORD.EXE,4891,"""C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE"" /n ""C:\Users\achen\Documents\Notes.docx""",OUTLOOK.EXE,693,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,b9220cb750b241996d0b9300e4483f46310c1ca0bc896673ec5cdb9be1f05935,Microsoft Corporation,signed_valid,start:pc03|4891|2026-08-17T08:11:38.000Z,
evt-000067,2026-08-17T08:11:42+0000,process,PC07,adm_sarah,synthetic,,powershell.exe,8044,powershell.exe -ExecutionPolicy Bypass -File C:\Windows\CCM\SystemTemp\inventory.ps1,CcmExec.exe,647,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0c907184a57442868c519c7516828c80b7092649d8af72d6a1d225cd8fa6ee07,Microsoft Corporation,signed_valid,start:pc07|8044|2026-08-17T08:11:42.000Z,
evt-000068,2026-08-17T08:11:49+0000,process,PC03,achen,synthetic,,WINWORD.EXE,5171,"""C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE"" /n ""C:\Users\achen\Documents\Notes.docx""",OUTLOOK.EXE,715,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,b9220cb750b241996d0b9300e4483f46310c1ca0bc896673ec5cdb9be1f05935,Microsoft Corporation,signed_valid,start:pc03|5171|2026-08-17T08:11:49.000Z,
evt-000073,2026-08-17T08:12:40+0000,process,PC01,jdoe,synthetic,,OneDrive.exe,2796,"""C:\Program Files\Microsoft OneDrive\OneDrive.exe"" /background",explorer.exe,798,C:\Program Files\Microsoft OneDrive\OneDrive.exe,50e450d19c07060403b81dac6709fbede4289c86258579c33a38f914fc917c0f,Microsoft Corporation,signed_valid,start:pc01|2796|2026-08-17T08:12:40.000Z,
evt-000075,2026-08-17T08:13:16+0000,process,PC03,achen,synthetic,,chrome.exe,4429,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",explorer.exe,817,C:\Program Files\Google\Chrome\Application\chrome.exe,f85020382d7f774d618a37f55785c8e36c16cd1ee4234a075ac597a338246056,Google LLC,signed_valid,start:pc03|4429|2026-08-17T08:13:16.000Z,
evt-000080,2026-08-17T08:14:07+0000,process,PC03,achen,synthetic,,WINWORD.EXE,9037,"""C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE"" /n ""C:\Users\achen\Documents\Notes.docx""",OUTLOOK.EXE,687,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,b9220cb750b241996d0b9300e4483f46310c1ca0bc896673ec5cdb9be1f05935,Microsoft Corporation,signed_valid,start:pc03|9037|2026-08-17T08:14:07.000Z,
evt-000081,2026-08-17T08:14:12+0000,process,PC03,achen,synthetic,,powershell.exe,3471,powershell.exe -ExecutionPolicy Bypass -File C:\Windows\CCM\SystemTemp\inventory.ps1,CcmExec.exe,546,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0c907184a57442868c519c7516828c80b7092649d8af72d6a1d225cd8fa6ee07,Microsoft Corporation,signed_valid,start:pc03|3471|2026-08-17T08:14:12.000Z,
evt-000086,2026-08-17T08:14:32+0000,process,PC05,klarsen,synthetic,,Teams.exe,1483,"""C:\Users\klarsen\AppData\Local\Microsoft\Teams\current\Teams.exe""",explorer.exe,575,C:\Users\klarsen\AppData\Local\Microsoft\Teams\current\Teams.exe,36a56f9b27c4873d0fae10914a47afce81bf58fe0e29c9cf202c9f4d3d367414,Microsoft Corporation,signed_valid,start:pc05|1483|2026-08-17T08:14:32.000Z,
evt-000089,2026-08-17T08:14:48+0000,process,PC05,klarsen,synthetic,,OneDrive.exe,9724,"""C:\Program Files\Microsoft OneDrive\OneDrive.exe"" /background",explorer.exe,706,C:\Program Files\Microsoft OneDrive\OneDrive.exe,50e450d19c07060403b81dac6709fbede4289c86258579c33a38f914fc917c0f,Microsoft Corporation,signed_valid,start:pc05|9724|2026-08-17T08:14:48.000Z,
evt-000091,2026-08-17T08:15:07+0000,process,PC01,jdoe,synthetic,,powershell.exe,1750,powershell.exe -ExecutionPolicy Bypass -File C:\Windows\CCM\SystemTemp\inventory.ps1,CcmExec.exe,799,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0c907184a57442868c519c7516828c80b7092649d8af72d6a1d225cd8fa6ee07,Microsoft Corporation,signed_valid,start:pc01|1750|2026-08-17T08:15:07.000Z,
evt-000097,2026-08-17T08:16:59+0000,process,PC02,mrossi,synthetic,,OneDrive.exe,1115,"""C:\Program Files\Microsoft OneDrive\OneDrive.exe"" /background",explorer.exe,511,C:\Program Files\Microsoft OneDrive\OneDrive.exe,50e450d19c07060403b81dac6709fbede4289c86258579c33a38f914fc917c0f,Microsoft Corporation,signed_valid,start:pc02|1115|2026-08-17T08:16:59.000Z,
evt-000099,2026-08-17T08:17:03+0000,process,PC01,jdoe,synthetic,,OUTLOOK.EXE,4840,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",explorer.exe,896,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,77904e5a4280e8f7c92e5bcf8a4c6b9930ceb0b88d415ac3398afbfe15f71d0d,Microsoft Corporation,signed_valid,start:pc01|4840|2026-08-17T08:17:03.000Z,
evt-000103,2026-08-17T08:18:13+0000,process,PC07,adm_sarah,synthetic,,powershell.exe,9196,powershell.exe -ExecutionPolicy Bypass -File C:\Windows\CCM\SystemTemp\inventory.ps1,CcmExec.exe,835,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0c907184a57442868c519c7516828c80b7092649d8af72d6a1d225cd8fa6ee07,Microsoft Corporation,signed_valid,start:pc07|9196|2026-08-17T08:18:13.000Z,
evt-000104,2026-08-17T08:18:22+0000,process,PC02,mrossi,synthetic,,notepad.exe,9608,notepad.exe C:\Users\mrossi\Documents\todo.txt,explorer.exe,996,C:\Windows\System32\notepad.exe,4ac6c9c8dc5d9dcedfbe33334993d84f0058e0243ce646ec20e3a44e965cf1ab,Microsoft Corporation,signed_valid,start:pc02|9608|2026-08-17T08:18:22.000Z,
evt-000107,2026-08-17T08:18:40+0000,process,PC02,mrossi,synthetic,,powershell.exe,1685,powershell.exe -ExecutionPolicy Bypass -File C:\Windows\CCM\SystemTemp\inventory.ps1,CcmExec.exe,906,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0c907184a57442868c519c7516828c80b7092649d8af72d6a1d225cd8fa6ee07,Microsoft Corporation,signed_valid,start:pc02|1685|2026-08-17T08:18:40.000Z,
evt-000108,2026-08-17T08:18:48+0000,process,PC05,klarsen,synthetic,,powershell.exe,9137,powershell.exe -NoProfile -Command Get-ChildItem C:\Users\klarsen\Documents,explorer.exe,966,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0c907184a57442868c519c7516828c80b7092649d8af72d6a1d225cd8fa6ee07,Microsoft Corporation,signed_valid,start:pc05|9137|2026-08-17T08:18:48.000Z,
evt-000110,2026-08-17T08:19:01+0000,process,PC05,klarsen,synthetic,,Teams.exe,1026,"""C:\Users\klarsen\AppData\Local\Microsoft\Teams\current\Teams.exe""",explorer.exe,774,C:\Users\klarsen\AppData\Local\Microsoft\Teams\current\Teams.exe,36a56f9b27c4873d0fae10914a47afce81bf58fe0e29c9cf202c9f4d3d367414,Microsoft Corporation,signed_valid,start:pc05|1026|2026-08-17T08:19:01.000Z,
evt-000112,2026-08-17T08:19:07+0000,process,PC05,SYSTEM,synthetic,,MsMpEng.exe,7117,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24\MsMpEng.exe""",services.exe,816,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24\MsMpEng.exe,1947b41bee61ee8d8f9f93b8a39538c19c5b031b1d2dc530e487ca3ecea0859b,Microsoft Corporation,signed_valid,start:pc05|7117|2026-08-17T08:19:07.000Z,
evt-000116,2026-08-17T08:20:02+0000,process,PC01,jdoe,synthetic,,chrome.exe,7274,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",explorer.exe,603,C:\Program Files\Google\Chrome\Application\chrome.exe,f85020382d7f774d618a37f55785c8e36c16cd1ee4234a075ac597a338246056,Google LLC,signed_valid,start:pc01|7274|2026-08-17T08:20:02.000Z,
evt-000117,2026-08-17T08:20:03+0000,process,PC02,mrossi,synthetic,,EXCEL.EXE,7964,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE"" /dde",explorer.exe,596,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,86ce6d98379cd90c47a83301cebfa734f5254eaab5370ada47ff5148df9a9564,Microsoft Corporation,signed_valid,start:pc02|7964|2026-08-17T08:20:03.000Z,
evt-000118,2026-08-17T08:20:17+0000,process,PC07,adm_sarah,synthetic,,OUTLOOK.EXE,4913,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",explorer.exe,638,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,77904e5a4280e8f7c92e5bcf8a4c6b9930ceb0b88d415ac3398afbfe15f71d0d,Microsoft Corporation,signed_valid,start:pc07|4913|2026-08-17T08:20:17.000Z,
evt-000121,2026-08-17T08:20:33+0000,process,PC03,achen,synthetic,,powershell.exe,2193,powershell.exe -NoProfile -Command Get-ChildItem C:\Users\achen\Documents,explorer.exe,645,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0c907184a57442868c519c7516828c80b7092649d8af72d6a1d225cd8fa6ee07,Microsoft Corporation,signed_valid,start:pc03|2193|2026-08-17T08:20:33.000Z,
evt-000122,2026-08-17T08:20:49+0000,process,PC05,klarsen,synthetic,,Teams.exe,5285,"""C:\Users\klarsen\AppData\Local\Microsoft\Teams\current\Teams.exe""",explorer.exe,669,C:\Users\klarsen\AppData\Local\Microsoft\Teams\current\Teams.exe,36a56f9b27c4873d0fae10914a47afce81bf58fe0e29c9cf202c9f4d3d367414,Microsoft Corporation,signed_valid,start:pc05|5285|2026-08-17T08:20:49.000Z,
evt-000126,2026-08-17T08:21:22+0000,process,PC02,mrossi,synthetic,,OUTLOOK.EXE,3612,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",explorer.exe,781,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,77904e5a4280e8f7c92e5bcf8a4c6b9930ceb0b88d415ac3398afbfe15f71d0d,Microsoft Corporation,signed_valid,start:pc02|3612|2026-08-17T08:21:22.000Z,
evt-000130,2026-08-17T08:21:56+0000,process,PC02,mrossi,synthetic,,OneDrive.exe,9010,"""C:\Program Files\Microsoft OneDrive\OneDrive.exe"" /background",explorer.exe,976,C:\Program Files\Microsoft OneDrive\OneDrive.exe,50e450d19c07060403b81dac6709fbede4289c86258579c33a38f914fc917c0f,Microsoft Corporation,signed_valid,start:pc02|9010|2026-08-17T08:21:56.000Z,
evt-000131,2026-08-17T08:21:57+0000,process,PC05,klarsen,synthetic,,OneDrive.exe,2247,"""C:\Program Files\Microsoft OneDrive\OneDrive.exe"" /background",explorer.exe,834,C:\Program Files\Microsoft OneDrive\OneDrive.exe,50e450d19c07060403b81dac6709fbede4289c86258579c33a38f914fc917c0f,Microsoft Corporation,signed_valid,start:pc05|2247|2026-08-17T08:21:57.000Z,
